file_path,labels_numeric,labels_text
artifacts/data_preprocessing/processed_audio_data\mixed_2728.wav,"['9', '16', '2']","['VehicleEngine', 'WoodChop', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_2729.wav,"['14', '19']","['Firework', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_2730.wav,"['12', '4']","['Generator', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_2731.wav,"['27', '6', '1']","['Squirrel', 'Silence', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_2732.wav,"['25', '15', '20']","['Lion', 'Gunshot', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2733.wav,"['20', '27', '8']","['Clapping', 'Squirrel', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_2734.wav,"['13', '26']","['Handsaw', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_2735.wav,"['4', '10']","['WaterDrops', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_2736.wav,"['20', '6', '7']","['Clapping', 'Silence', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2737.wav,"['27', '7', '10']","['Squirrel', 'TreeFalling', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_2738.wav,"['4', '7']","['WaterDrops', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2739.wav,"['7', '14', '17']","['TreeFalling', 'Firework', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2740.wav,"['16', '17', '5']","['WoodChop', 'Whistling', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_2741.wav,"['11', '17']","['Chainsaw', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2742.wav,"['24', '14', '23']","['WingFlapping', 'Firework', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2743.wav,"['17', '16', '2']","['Whistling', 'WoodChop', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_2744.wav,"['23', '27', '13']","['BirdChapping', 'Squirrel', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2745.wav,"['9', '23', '26']","['VehicleEngine', 'BirdChapping', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_2746.wav,"['14', '2']","['Firework', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_2747.wav,"['17', '13', '19']","['Whistling', 'Handsaw', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_2748.wav,"['17', '24']","['Whistling', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2749.wav,"['12', '2']","['Generator', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_2750.wav,"['16', '1', '13']","['WoodChop', 'Fire', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2751.wav,"['5', '21']","['Wind', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_2752.wav,"['23', '2']","['BirdChapping', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_2753.wav,"['9', '21', '27']","['VehicleEngine', 'Insect', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_2754.wav,"['7', '6', '19']","['TreeFalling', 'Silence', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_2755.wav,"['8', '9', '16']","['Helicopter', 'VehicleEngine', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_2756.wav,"['10', '27', '5']","['Axe', 'Squirrel', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_2757.wav,"['4', '9', '27']","['WaterDrops', 'VehicleEngine', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_2758.wav,"['27', '25']","['Squirrel', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_2759.wav,"['6', '4', '23']","['Silence', 'WaterDrops', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2760.wav,"['14', '12', '10']","['Firework', 'Generator', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_2761.wav,"['16', '15', '22']","['WoodChop', 'Gunshot', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_2762.wav,"['9', '5', '27']","['VehicleEngine', 'Wind', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_2763.wav,"['8', '21', '1']","['Helicopter', 'Insect', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_2764.wav,"['20', '26']","['Clapping', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_2765.wav,"['10', '4']","['Axe', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_2766.wav,"['20', '22', '18']","['Clapping', 'Frog', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_2767.wav,"['27', '22', '24']","['Squirrel', 'Frog', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2768.wav,"['19', '24', '11']","['Footsteps', 'WingFlapping', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2769.wav,"['11', '9', '5']","['Chainsaw', 'VehicleEngine', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_2770.wav,"['8', '26']","['Helicopter', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_2771.wav,"['16', '2', '6']","['WoodChop', 'Rain', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_2772.wav,"['15', '12']","['Gunshot', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_2773.wav,"['6', '9']","['Silence', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_2774.wav,"['9', '22']","['VehicleEngine', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_2775.wav,"['15', '9']","['Gunshot', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_2776.wav,"['1', '9']","['Fire', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_2777.wav,"['6', '14', '18']","['Silence', 'Firework', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_2778.wav,"['25', '6', '12']","['Lion', 'Silence', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_2779.wav,"['18', '26', '6']","['Speaking', 'WolfHowl', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_2780.wav,"['5', '8']","['Wind', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_2781.wav,"['2', '17', '25']","['Rain', 'Whistling', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_2782.wav,"['27', '26', '19']","['Squirrel', 'WolfHowl', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_2783.wav,"['22', '17']","['Frog', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2784.wav,"['20', '15', '10']","['Clapping', 'Gunshot', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_2785.wav,"['17', '13']","['Whistling', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2786.wav,"['1', '20', '19']","['Fire', 'Clapping', 'Footsteps']"
artifacts/data_preprocessing/processed_audio_data\mixed_2787.wav,"['5', '4']","['Wind', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_2788.wav,"['7', '23', '13']","['TreeFalling', 'BirdChapping', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2789.wav,"['6', '5', '18']","['Silence', 'Wind', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_2790.wav,"['3', '5', '6']","['Thunderstorm', 'Wind', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_2791.wav,"['25', '17', '21']","['Lion', 'Whistling', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_2792.wav,"['8', '1', '2']","['Helicopter', 'Fire', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_2793.wav,"['5', '23']","['Wind', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2794.wav,"['12', '21']","['Generator', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_2795.wav,"['6', '23']","['Silence', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2796.wav,"['3', '1']","['Thunderstorm', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_2797.wav,"['6', '16']","['Silence', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_2798.wav,"['2', '21', '18']","['Rain', 'Insect', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_2799.wav,"['17', '4']","['Whistling', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_2800.wav,"['8', '27', '1']","['Helicopter', 'Squirrel', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_2801.wav,"['1', '6']","['Fire', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_2802.wav,"['14', '25']","['Firework', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_2803.wav,"['7', '14']","['TreeFalling', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_2804.wav,"['1', '26', '17']","['Fire', 'WolfHowl', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2805.wav,"['2', '15', '16']","['Rain', 'Gunshot', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_2806.wav,"['12', '4']","['Generator', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_2807.wav,"['1', '15', '11']","['Fire', 'Gunshot', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2808.wav,"['27', '4']","['Squirrel', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_2809.wav,"['10', '6']","['Axe', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_2810.wav,"['6', '26']","['Silence', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_2811.wav,"['18', '16']","['Speaking', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_2812.wav,"['23', '27', '3']","['BirdChapping', 'Squirrel', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_2813.wav,"['4', '23']","['WaterDrops', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2814.wav,"['18', '4', '10']","['Speaking', 'WaterDrops', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_2815.wav,"['3', '23']","['Thunderstorm', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2816.wav,"['25', '9', '2']","['Lion', 'VehicleEngine', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_2817.wav,"['20', '21']","['Clapping', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_2818.wav,"['7', '18', '11']","['TreeFalling', 'Speaking', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2819.wav,"['20', '23']","['Clapping', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2820.wav,"['5', '17']","['Wind', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2821.wav,"['11', '27']","['Chainsaw', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_2822.wav,"['10', '23', '22']","['Axe', 'BirdChapping', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_2823.wav,"['8', '27']","['Helicopter', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_2824.wav,"['3', '10']","['Thunderstorm', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_2825.wav,"['22', '19', '3']","['Frog', 'Footsteps', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_2826.wav,"['7', '10']","['TreeFalling', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_2827.wav,"['25', '9', '16']","['Lion', 'VehicleEngine', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_2828.wav,"['18', '16']","['Speaking', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_2829.wav,"['21', '19', '20']","['Insect', 'Footsteps', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2830.wav,"['5', '9']","['Wind', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_2831.wav,"['21', '18', '17']","['Insect', 'Speaking', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2832.wav,"['2', '21']","['Rain', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_2833.wav,"['23', '11', '7']","['BirdChapping', 'Chainsaw', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2834.wav,"['9', '24']","['VehicleEngine', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2835.wav,"['9', '14', '8']","['VehicleEngine', 'Firework', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_2836.wav,"['20', '12']","['Clapping', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_2837.wav,"['4', '12']","['WaterDrops', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_2838.wav,"['10', '8']","['Axe', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_2839.wav,"['17', '23', '22']","['Whistling', 'BirdChapping', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_2840.wav,"['10', '25', '16']","['Axe', 'Lion', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_2841.wav,"['8', '18', '20']","['Helicopter', 'Speaking', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2842.wav,"['11', '5', '7']","['Chainsaw', 'Wind', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2843.wav,"['5', '11']","['Wind', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2844.wav,"['1', '6', '4']","['Fire', 'Silence', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_2845.wav,"['3', '13']","['Thunderstorm', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2846.wav,"['12', '21', '22']","['Generator', 'Insect', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_2847.wav,"['4', '22']","['WaterDrops', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_2848.wav,"['20', '8']","['Clapping', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_2849.wav,"['4', '14', '25']","['WaterDrops', 'Firework', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_2850.wav,"['20', '1', '23']","['Clapping', 'Fire', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2851.wav,"['15', '17', '8']","['Gunshot', 'Whistling', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_2852.wav,"['15', '24', '3']","['Gunshot', 'WingFlapping', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_2853.wav,"['18', '13', '17']","['Speaking', 'Handsaw', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2854.wav,"['3', '4']","['Thunderstorm', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_2855.wav,"['2', '1']","['Rain', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_2856.wav,"['21', '13']","['Insect', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2857.wav,"['8', '15']","['Helicopter', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_2858.wav,"['23', '7', '3']","['BirdChapping', 'TreeFalling', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_2859.wav,"['2', '25']","['Rain', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_2860.wav,"['27', '13', '5']","['Squirrel', 'Handsaw', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_2861.wav,"['21', '15', '8']","['Insect', 'Gunshot', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_2862.wav,"['18', '15']","['Speaking', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_2863.wav,"['1', '11']","['Fire', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2864.wav,"['26', '15']","['WolfHowl', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_2865.wav,"['10', '7']","['Axe', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2866.wav,"['12', '24']","['Generator', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2867.wav,"['22', '9', '21']","['Frog', 'VehicleEngine', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_2868.wav,"['1', '7']","['Fire', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2869.wav,"['27', '22']","['Squirrel', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_2870.wav,"['20', '25', '7']","['Clapping', 'Lion', 'TreeFalling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2871.wav,"['25', '22']","['Lion', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_2872.wav,"['20', '25', '21']","['Clapping', 'Lion', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_2873.wav,"['16', '2', '5']","['WoodChop', 'Rain', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_2874.wav,"['25', '23', '4']","['Lion', 'BirdChapping', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_2875.wav,"['16', '8', '6']","['WoodChop', 'Helicopter', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_2876.wav,"['22', '23', '2']","['Frog', 'BirdChapping', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_2877.wav,"['12', '11']","['Generator', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2878.wav,"['15', '2']","['Gunshot', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_2879.wav,"['7', '22', '23']","['TreeFalling', 'Frog', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2880.wav,"['5', '22']","['Wind', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_2881.wav,"['23', '15']","['BirdChapping', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_2882.wav,"['22', '10']","['Frog', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_2883.wav,"['10', '8', '16']","['Axe', 'Helicopter', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_2884.wav,"['13', '2']","['Handsaw', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_2885.wav,"['15', '4', '18']","['Gunshot', 'WaterDrops', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_2886.wav,"['25', '26']","['Lion', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_2887.wav,"['20', '1']","['Clapping', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_2888.wav,"['27', '19', '13']","['Squirrel', 'Footsteps', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2889.wav,"['16', '8', '21']","['WoodChop', 'Helicopter', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_2890.wav,"['9', '14', '22']","['VehicleEngine', 'Firework', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_2891.wav,"['8', '12', '1']","['Helicopter', 'Generator', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_2892.wav,"['22', '13']","['Frog', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2893.wav,"['24', '16', '22']","['WingFlapping', 'WoodChop', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_2894.wav,"['17', '26', '5']","['Whistling', 'WolfHowl', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_2895.wav,"['15', '16']","['Gunshot', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_2896.wav,"['6', '25']","['Silence', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_2897.wav,"['13', '2', '17']","['Handsaw', 'Rain', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2898.wav,"['16', '7', '8']","['WoodChop', 'TreeFalling', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_2899.wav,"['25', '14', '11']","['Lion', 'Firework', 'Chainsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2900.wav,"['22', '9', '18']","['Frog', 'VehicleEngine', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_2901.wav,"['3', '5']","['Thunderstorm', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_2902.wav,"['14', '11', '1']","['Firework', 'Chainsaw', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_2903.wav,"['1', '5']","['Fire', 'Wind']"
artifacts/data_preprocessing/processed_audio_data\mixed_2904.wav,"['24', '4', '20']","['WingFlapping', 'WaterDrops', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2905.wav,"['16', '11', '18']","['WoodChop', 'Chainsaw', 'Speaking']"
artifacts/data_preprocessing/processed_audio_data\mixed_2906.wav,"['10', '2', '21']","['Axe', 'Rain', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_2907.wav,"['10', '20']","['Axe', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2908.wav,"['24', '12', '17']","['WingFlapping', 'Generator', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2909.wav,"['15', '23', '14']","['Gunshot', 'BirdChapping', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_2910.wav,"['23', '19', '27']","['BirdChapping', 'Footsteps', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_2911.wav,"['24', '13']","['WingFlapping', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2912.wav,"['11', '25', '24']","['Chainsaw', 'Lion', 'WingFlapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2913.wav,"['2', '9', '20']","['Rain', 'VehicleEngine', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2914.wav,"['15', '11', '27']","['Gunshot', 'Chainsaw', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_2915.wav,"['19', '12', '25']","['Footsteps', 'Generator', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_2916.wav,"['9', '19', '13']","['VehicleEngine', 'Footsteps', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2917.wav,"['25', '16']","['Lion', 'WoodChop']"
artifacts/data_preprocessing/processed_audio_data\mixed_2918.wav,"['12', '10']","['Generator', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_2919.wav,"['26', '13']","['WolfHowl', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2920.wav,"['23', '20']","['BirdChapping', 'Clapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2921.wav,"['7', '25', '22']","['TreeFalling', 'Lion', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_2922.wav,"['2', '22']","['Rain', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_2923.wav,"['4', '5', '23']","['WaterDrops', 'Wind', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2924.wav,"['12', '2']","['Generator', 'Rain']"
artifacts/data_preprocessing/processed_audio_data\mixed_2925.wav,"['14', '26']","['Firework', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_2926.wav,"['3', '14']","['Thunderstorm', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_2927.wav,"['6', '11', '9']","['Silence', 'Chainsaw', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_2928.wav,"['11', '10']","['Chainsaw', 'Axe']"
artifacts/data_preprocessing/processed_audio_data\mixed_2929.wav,"['6', '26']","['Silence', 'WolfHowl']"
artifacts/data_preprocessing/processed_audio_data\mixed_2930.wav,"['4', '13']","['WaterDrops', 'Handsaw']"
artifacts/data_preprocessing/processed_audio_data\mixed_2931.wav,"['16', '8']","['WoodChop', 'Helicopter']"
artifacts/data_preprocessing/processed_audio_data\mixed_2932.wav,"['20', '26', '22']","['Clapping', 'WolfHowl', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_2933.wav,"['24', '20', '25']","['WingFlapping', 'Clapping', 'Lion']"
artifacts/data_preprocessing/processed_audio_data\mixed_2934.wav,"['21', '22']","['Insect', 'Frog']"
artifacts/data_preprocessing/processed_audio_data\mixed_2935.wav,"['27', '3']","['Squirrel', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_2936.wav,"['10', '17']","['Axe', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2937.wav,"['8', '16', '4']","['Helicopter', 'WoodChop', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_2938.wav,"['13', '4']","['Handsaw', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_2939.wav,"['17', '18', '1']","['Whistling', 'Speaking', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_2940.wav,"['24', '20', '9']","['WingFlapping', 'Clapping', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_2941.wav,"['9', '27']","['VehicleEngine', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_2942.wav,"['6', '25', '15']","['Silence', 'Lion', 'Gunshot']"
artifacts/data_preprocessing/processed_audio_data\mixed_2943.wav,"['9', '4']","['VehicleEngine', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_2944.wav,"['9', '3', '6']","['VehicleEngine', 'Thunderstorm', 'Silence']"
artifacts/data_preprocessing/processed_audio_data\mixed_2945.wav,"['5', '14']","['Wind', 'Firework']"
artifacts/data_preprocessing/processed_audio_data\mixed_2946.wav,"['22', '2', '3']","['Frog', 'Rain', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_2947.wav,"['22', '26', '17']","['Frog', 'WolfHowl', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2948.wav,"['18', '25', '21']","['Speaking', 'Lion', 'Insect']"
artifacts/data_preprocessing/processed_audio_data\mixed_2949.wav,"['6', '22', '27']","['Silence', 'Frog', 'Squirrel']"
artifacts/data_preprocessing/processed_audio_data\mixed_2950.wav,"['11', '23', '9']","['Chainsaw', 'BirdChapping', 'VehicleEngine']"
artifacts/data_preprocessing/processed_audio_data\mixed_2951.wav,"['16', '8', '4']","['WoodChop', 'Helicopter', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_2952.wav,"['23', '3']","['BirdChapping', 'Thunderstorm']"
artifacts/data_preprocessing/processed_audio_data\mixed_2953.wav,"['4', '17']","['WaterDrops', 'Whistling']"
artifacts/data_preprocessing/processed_audio_data\mixed_2954.wav,"['12', '1']","['Generator', 'Fire']"
artifacts/data_preprocessing/processed_audio_data\mixed_2955.wav,"['18', '20', '23']","['Speaking', 'Clapping', 'BirdChapping']"
artifacts/data_preprocessing/processed_audio_data\mixed_2956.wav,"['24', '8', '12']","['WingFlapping', 'Helicopter', 'Generator']"
artifacts/data_preprocessing/processed_audio_data\mixed_2957.wav,"['26', '4']","['WolfHowl', 'WaterDrops']"
artifacts/data_preprocessing/processed_audio_data\mixed_2958.wav,"['14', '13', '25']","['Firework', 'Handsaw', 'Lion']"
